link,name,price,description,total_rating,number_of_ratings
https://www.musement.com/us/new-york/broadway-tickets-to-hadestown-120501/,Broadway tickets to Hadestown,$67.80,"What originally began as a touring concert, Hadestown has finally arrived to the big stage on Broadway. The new musical delivers a tantalizing and tragic story, based on the famous Greek myth of Orpheus and Eurydice. Hades, King of the Underworld, and Persephone also make an appearance, rendering the production an even darker journey through hell and back!",,0
https://www.musement.com/us/new-york/lower-east-side-food-tour-84171/,Lower East Side food tour,$89.00,"Sidewalks of NY offers irresistible New York Food Tours in the cultural hotspot of the Lower East Side. Join us as we explore what was once an immigrant and working-class neighborhood rich in ethnic diversity and culture. Learn about the history of the tenement buildings occupied by the poor. The neighborhood is best known for having once been a center of Jewish culture. We will view historic synagogues as well as ""nosh"" on delicacies from the best ""kosher style"" delis and bakeries in the city.
On this 3 hour tour of the Lower East Side, we eat our way through the streets as we sample delicacies from New York's premier appetizing shop, ethnic eateries, and ""mom and pop"" restaurants, including:
Mouthwatering food from century-old authentic Jewish delis and bakeries
Explore the Lower East Side's historic tenement buildings and synagogues
Visit an old-fashioned candy store serving the neighborhood since 1937
Taste a tres leches and blackout cake doughnut from award winner Doughnut Plant NYC
Learn about the culture and history of the neighborhood and its gentrification
Check out the funky mix of trendy boutiques, mom-and-pop shops, and cozy cafes
Flavorful food specialties are served from: (subject to change):
Yonah Schimmel’s Knish Bakery - (Est. 1910)
Russ & Daughter’s - NYC’s premier appetizing shop (Est. 1914)
Katz’s Delicatessen - The best delicatessen in New York (Est. 1888)
Kossar's Bialys - The oldest bialy bakery in the United States (Est. 1936)
The Pickle Guys - Pickles made the old-fashioned way. Try a new, half sour or full sour pickle. Pucker up!(Est. 2002)
Doughnut Plant - Unique flavors and a mouthwatering family recipe (Est. 1994)
North Dumpling - Authentic handmade northern Chinese dumplings
Economy Candy - Stocking all types of candy, nuts & dried fruit from floor-to-ceiling. ""Noshers' paradise of the Lower East Side."" (Est. 1937)
Behind every great food establishment in this city there is an equally great story of history, tradition and even innovation. On our food tours in New York City, you’ll discover these amazing histories while tasting what has made these eateries so prized among locals.
About Sidewalk Tours...
The story behind Sidewalks of NY Tours began a decade ago, when it's founder, J.D. Hirsch started taking friends and family on walking tours of the city he loves. His biggest motivation was to make sure his guests experienced The TRUE New York. Through years of exploration, he had discovered the secret hideaways, and hidden gems that make New York unlike any other city in the world. He combed the streets, tasting authentic ethnic cuisines and culinary delights not found in any guide books. His lengthy walking adventures took him to dinky mom-and-pop specialty food shops, and ethnic eateries, which have stood the test of time. He began compiling a best of list in search of the best delicatessens, bagel and knish shops, coffee houses, bakeries, candy stores, hamburger joints, pizzerias, and so much more. A friend, who was visiting from out of town, noticed J.D.'s passion and enthusiasm showing people his discoveries, and suggested he start a walking tour business. And the rest, as they say, is history. Our mission at Sidewalks of NY Tours is to give exceptional walking tours of New York, so our customers will revisit these neighborhoods with confidence, and enjoy the various cultural options they provide. Our creative and fun itineraries, and friendly and knowledgeable tour guides are committed to making your tour the highlight of your stay in The Big Apple. Let us guide you on a journey to discover The True New York! Bon voyage!",,0
https://www.musement.com/us/new-york/pizza-beer-and-history-tour-84176/,"Pizza, Beer and History Tour",$75.00,"New York Pizza, Beer and History Tour Looking for what to do in NYC? Check out the best pizza and beer in Greenwich Village, a historical and cultural mecca on the West side, with the help of a licensed tour guide. You'll enjoy learning interesting tidbits and increase your cultural knowledge, all while savoring 3 pizza samplings and 2 beer tastings.
About the Pizza: no neighborhood does pizza quite like Greenwich Village, with everything from amazing coal-fired thin crust pies, to traditional New York slices dripping with mozzarella cheese and oil, to newer ""pizzaioli"" (pizza makers), many recent immigrants from Italy, who are showcasing how pizza is cooked in their home regions in the Old Country. We have been eating pizza in the neighborhood for decades, and have scouted out 3 amazing spots to try 3 different styles of pizza. We will examine what makes each so unique, from inspiration to ingredients, to ovens.
About the Beer: drinking in Greenwich Village has always been as big a part of the culture as music, painting and writing. Not even a little thing like Prohibition stopped the party -- the Village was home to some of New York’s most famous speakeasies, and we will enjoy a beer at one of its better-known former speakeasies. Learn how they snuck in the booze and kept their customers from getting arrested while enjoying drinks in the bars that helped transform Greenwich Village into “The Village” -- as much a state of mind as a physical neighborhood.
Your 2.5-hour Pizza and Beer Tour includes:
Enjoy 3 Pizza tastings from some of Greenwich Village’s best-known pizza restaurants
Discuss the art of making pizza with one of New York’s top pizza chefs
Toast to Village legends at 2 of the West Village’s most famous and notorious bars – including a former speakeasy and a bar that was one of the main hangouts of the Beat Generation. The first beer at each venue is on us!
Insight, anecdotes and insider knowledge from your dynamic local tour guide
Walk in the footsteps of some of America’s best-known writers, artists, and musicians along the quaint tree-lined streets and architecture of the West Village
Be transported back to the many eras that made Greenwich Village so unique, and learn how Village luminaries lived and drank in the neighborhood. We’ll raise our glasses and toast those who have come before us – but this is not purely a pub crawl. We’ll be walking the same streets as F. Scott Fitzgerald, Jackson Pollock, Dylan Thomas, Bob Dylan and other Village legends, chatting about what drew them all to this amazing corner of New York. We’ll schmooze, take photos and sightsee as well as eat and drink, learning the amazing stories of the Village and all of the establishments we visit. If you are looking for an experience that is solely a pub crawl, moving from bar to bar without the historical and cultural components, this is probably not the tour for you.
About Sidewalk Tours...
The story behind Sidewalks of NY Tours began a decade ago, when it's founder, J.D. Hirsch started taking friends and family on walking tours of the city he loves. His biggest motivation was to make sure his guests experienced The TRUE New York. Through years of exploration, he had discovered the secret hideaways, and hidden gems that make New York unlike any other city in the world. He combed the streets, tasting authentic ethnic cuisines and culinary delights not found in any guide books. His lengthy walking adventures took him to dinky mom-and-pop specialty food shops, and ethnic eateries, which have stood the test of time. He began compiling a best of list in search of the best delicatessens, bagel and knish shops, coffee houses, bakeries, candy stores, hamburger joints, pizzerias, and so much more. A friend, who was visiting from out of town, noticed J.D.'s passion and enthusiasm showing people his discoveries, and suggested he start a walking tour business. And the rest, as they say, is history. Our mission at Sidewalks of NY Tours is to give exceptional walking tours of New York, so our customers will revisit these neighborhoods with confidence, and enjoy the various cultural options they provide. Our creative and fun itineraries, and friendly and knowledgeable tour guides are committed to making your tour the highlight of your stay in The Big Apple. Let us guide you on a journey to discover The True New York!",,0
https://www.musement.com/us/new-york/lobster-and-beer-lovers-sail-aboard-clipper-city-151543/,Lobster and beer lovers sail aboard Clipper City,$97.75,"Board the Clipper City, New York's premier sailing vessel, and indulge in a delicious lobster meal accompanied by unbelievable views! Scarf down on Maine-style lobster rolls and enjoy a selection of refreshing, popular beers for the tastiest sail you've ever experienced.
Menu includes:
Two Maine-style lobster rolls, served chilled atop a buttered and toasted split-top bun with light mayonnaise, lemon and spices
Chips
Pickles
Coleslaw
Potato salad
Unlimited specialty beer",,0
https://www.musement.com/us/new-york/niagara-falls-one-day-tour-from-new-york-city-109517/,Niagara Falls One Day Tour from New York City,$200.00,"Set off on an awesome one day tour to Niagara Falls and see what makes this place truly magical!
Meet one of the wonders of the world up close and personal. You'll get to travel by throughout the gorgeous New York State and arrive just in time to witness the morning mist rainbows and hear the falls' magnificent roars. The falls are surrounded by a beautiful park with scenic terrain and lots of opportunities for stunning photos. This tour can also be booked by transportation only.
Experience this magnificent beauty and make incredible memories!",,0
https://www.musement.com/us/new-york/nyc-limousine-lights-tour-162829/,NYC limousine lights tour,$838.80,"Enjoy a 2-hour private NYC lights tour aboard a luxury limousine or party bus! Travel past the Big Apple's most famous sights, including Rockefeller Center, Times Square and Fifth Avenue. Drive over Brooklyn Bridge and make a stop in trendy DUMBO to take amazing photos with the Manhattan skyline as your backdrop.",,0
https://www.musement.com/us/new-york/the-high-line-chelsea-guided-walking-tour-163579/,The High Line & Chelsea guided walking tour,$39.00,"Discover two of the coolest spots in Manhattan — the High Line and Chelsea Market, with this immersive walking tour.
You’ll begin with a visit to the world-famous Chelsea Market, a reimagined former factory now renowned as the city's ultimate food court. Following that, climb the gray steel truss of the High Line, an innovative park built atop an elevated railway that extends for over a mile along the West Side. There, you'll see distinctive art installations, urban meadows, and awe-inspiring vistas interwoven between and around buildings. Your guide knows the best photo spots so have your camera ready!
This walk will take you south as you enter the Meatpacking District. This industrial enclave was first reclaimed by the counterculture of the 1980s and soon embraced by New York's elite. Marvel at some of Manhattan's most iconic architectural wonders, including Frank Gehry's dazzling glass curtain design for the IAC Building and the renowned art deco skyscraper, the Empire State Building.
Along the way, your local guide will share the stories of homes lost during New York's real estate boom, architectural gems preserved almost by chance, and a city that’s always reinventing itself. Immerse yourself in this evolving neighborhood, where you can witness firsthand the ever-changing identity of the real New York.",5,1
https://www.musement.com/us/new-york/greenwich-village-guided-walking-tour-163751/,Greenwich Village guided walking tour,$39.00,"Dive into the vibrant history and culture of Greenwich Village with a local NYC guide. As you’ll discover, this neighborhood in New York City has been a haven for artists, writers, and eccentrics. Hear tales of Bob Dylan, Edgar Allan Poe, and even John Wilkes Booth as you walk these storied streets.
You’ll start at picturesque Washington Square Park, and from there, explore the charming side streets where the rich and famous have made their homes. You'll have the opportunity to stand in solidarity at the historic Stonewall Inn, where the gay rights movement took off. And then you can also find more hidden gems like a coffee from the oldest espresso machine in America, the street corner from ""Friends,"" another film spot featured in ""Mozart In The Jungle."" Your guide knows all the best places!
From the most talented musicians in the park to the most delectable pizza slices in the city, so much of authentic American culture has its roots there, and the Greenwich Village walking tour shows you the hidden secrets of this charming village tucked away inside a bustling metropolis.
So, come explore one of the hippest neighborhoods in Manhattan!",,0
https://www.musement.com/us/new-york/private-or-semi-private-guided-tour-metropolitan-museum-of-art-with-skip-the-line-ticket-109862/,Private or semi-private guided tour: Metropolitan Museum of Art with skip-the-line ticket,,"The Metropolitan Museum of Art is one of the greatest museums in New York. Your trusty and knowledgeable guide will escort you through the museum tour and will enlighten you with facts on history and works of art. The Met houses objects from Ancient Greece, Egypt, and modern art from Europe. The tour starts off at the Great Hall before moving to the museum’s most notable galleries. With stops at the Medieval Gallery, the American and European wings you’ll see and learn about various iconic painters and paintings.",,0
https://www.musement.com/us/new-york/broadway-times-square-guided-walking-tour-163765/,Broadway & Times Square guided walking tour,$39.00,"Experience a top-rated Broadway and Times Square tour, which offers more than the average Broadway experience.
Led by a genuine Broadway performer, delve into the rich history and vibrant culture of New York City's renowned theater district. You'll hear captivating backstage anecdotes about past and present stars. This tour provides an unparalleled behind-the-scenes view, enhancing your Broadway show experience. You'll also have the chance to explore iconic spots like Sardi's and 42nd Street with your knowledgeable local guides.",,0
https://www.musement.com/us/new-york/lower-manhattan-guided-tour-with-optional-access-to-the-statue-of-liberty-164210/,Lower Manhattan guided tour with optional access to the Statue of Liberty,$39.00,"Experience a Lower Manhattan adventure: an insider’s tour of Wall Street and the 9/11 Memorial.
Delve into the heart of the Financial District, where skyscrapers loom, and let your local guide illuminate the captivating history of finance and banking. Then, brace yourself for a profound experience at the 9/11 Memorial, where the narrative of that fateful day comes alive, resonating through the city and beyond.
This top-rated tour promises an insightful journey, enriched by the expertise of your guide.",,0
https://www.musement.com/us/new-york/nyc-holiday-lights-limousine-tour-164979/,NYC holiday lights limousine tour,,"There's no better way to experience the holiday magic in the Big Apple than on a tour aboard a private luxury vehicle with champagne in hand! Guided by a friendly and professional driver, you'll see some of New York's most famous landmarks and beloved holiday displays. View the iconic Rockefeller Center Christmas tree and visit the Brooklyn neighborhood of Dyker Heights, famous for its over-the-top house decorations. Each tour can be customized to create your own unforgettable experience.",,0
https://www.musement.com/us/new-york/secrets-of-hudson-yards-high-line-the-vessel-165676/,"Secrets of Hudson Yards, High Line & The Vessel",$39.00,"Embark on a guided tour to uncover the marvels of Hudson Yards, America's largest cutting-edge private real estate development.
Led by expert local guides, delve into the engineering marvels and resources that shaped this skyscraper-filled Manhattan complex. Stroll along the High Line, an elevated oasis born from abandoned railway tracks, and explore the iconic 'Vessel'. Capture stunning views and photo opportunities while learning the behind-the-scenes tales of Manhattan's newest real estate gem. Ascend the impressive spiraling sculpture and enjoy panoramic vistas of Manhattan's West Side from the High Line.
This top-rated tour offers a unique perspective on urban innovation.",,0
https://www.musement.com/us/new-york/nyc-pride-walking-tour-175047/,NYC pride walking tour,Free,"On this pride walking tour, you'll hear all about the revolutionary 1969 Stonewall Uprising. Learn the history of the Stonewall Inn and understand the climate of the world that led up to that historic night 50 years ago. Be moved by stories of the brave members of the LGBT community whom stood up and sparked one of the most definitive human rights movement of our time. You'll even pass all the key areas where the LGBT rights movement was born and organized.",,0
https://www.musement.com/us/new-york/tour-noir-a-nyc-sightseeing-theater-experience-214180/,Tour Noir: A NYC Sightseeing Theater Experience,$60.00,"If historical thrills and film noir chills are your thing, then you've come to the right place in Tour Noir, New York's best and only sightseeing theater experience. Join this tour and you'll be immediately thrown into helping tour guide Jason Thompson and his alluring and mysterious ex-fiancé Veronica solve the case of the century -- the disappearance of Veronica's new husband!
You'll travel through winding streets and famous landmarks, such as Wall Street, City Hall, the Woolworth Building, Chinatown and Little Italy, all while dealing with clues and and ambushes in your search for the missing person.",,0
https://www.musement.com/us/new-york/broadway-tickets-to-six-220457/,Broadway tickets to Six,$83.40,"Six are the wives of Henry VIII, and this original new musical remixes five centuries of heartbreak into a celebration of 21st-century girl power. Witness Tudor Queens transform into Pop Princesses with an all-female cast and band. Songs from the studio album are streamed on average 300,000 per day, rendering it the second-highest streaming cast recording in the world!",,0
https://www.musement.com/us/new-york/famous-artists-of-manhattan-exploration-game-and-tour-230904/,Famous artists of Manhattan exploration game and tour,$11.00,"Freewheel through the streets of Greenwich Village, following in the faded tracks of the numerous artists that lived here (Barbara Streisand, Bob Dylan, Edgar Allen Poe, Jimi Hendrix, John Coltrane, George Carlin and many, many more). Solve clues to discover the places where poets and musicians lived and performed. See where Dylan Thomas had his last drink and where Barbara Streisand first debuted. Are you ready to roll?
Storyline:
You’re a budding young music journalist in the final years of the 60s. You’ve bagged a job at a fashionable new magazine called Rolling Stone, but you’re yet to have your ‘big story’. Today might just be the day, though. Your editor has arranged for you to interview Bob Dylan. She tells you to meet him in The White Horse Tavern on Hudson Street, but he’s notoriously unreliable. You might have to go looking for him, and he doesn’t like being found. Nor does he like journalists.",,0
https://www.musement.com/us/new-york/1-day-hop-on-hop-off-bus-tour-in-new-york-city-231582/,1-day hop-on hop-off bus tour in New York City,$82.00,"Admire New York city on board a hop-on hop-off bus tour!
You will have the chance to take two different lines: the Downtown Loop (red) and the Uptown Loop (blue).
The Downtown Loop will take you to admire the highlights of Manhattan and New York’s most famous monuments and buildings such as Times Square, the Empire State Building and Brooklyn Bridge.
On board the Uptown Loop, you will admire parts of Midtown, including Bryant Park and Grand Central Station, before heading towards Central Park and Museum Mile.",4.2,1
https://www.musement.com/us/new-york/midtown-new-york-tourist-scavenger-hunt-235409/,Midtown New York Tourist Scavenger Hunt,$42.00,"Wanna do something fun and different in New York Midtown? With a ton of stuff to see, from Times Square to Midtown, consider this walking tour scavenger hunt before visiting anything else!
Explore some of the best highlights of the area and let you discover not only the famous “must-sees” tourist attractions but also the particularities of what the locals call home. You will have challenges to solve every step of the way. Meanwhile, you'll get to know the area’s history and many local tips.",,0
https://www.musement.com/us/new-york/lower-manhattan-tourist-scavenger-hunt-235410/,Lower Manhattan Tourist Scavenger Hunt,$42.00,"Are you planning a visit to New York City? This tourist scavenger hunt in the financial district, or Lower Manhattan, will take you from Battery Park to City Hall via Ground Zero and the New York Stock Exchange of course!
You will have to solve challenges at every step to discover your next destination. At each step, you will learn a little history as well as interesting facts about what surrounds you.
Fun fact: The financial district is also known as Lower Manhattan and Downtown New York. It encompasses the southern tip of Manhattan Island. This is where City Hall and many civic organizations are based. Lower Manhattan’s population is relatively small, at 61,000 in 2018.",,0
https://www.musement.com/us/new-york/chinatown-street-photography-photo-safari-251052/,Chinatown street photography photo safari,$150.00,"There's nothing like the color and the vibrance that is Chinatown. Get lost in the world of Asia without needing a passport or packing your bags. On this street photography workshop, you'll have the opportunity to photograph the colorful shop displays to gritty graffiti and tenement buildings reminiscent of the NYC immigrant experience. Get a chance to try your hand at some street photography with fishmongers, fruit hawkers, and street musicians.",,0
https://www.musement.com/us/new-york/st-patrick-s-cathedral-skip-the-line-tickets-audio-tour-and-rockefeller-center-walking-tour-251628/,St. Patrick's Cathedral skip-the-line tickets audio tour and Rockefeller Center walking tour,$35.00,"No trip to New York is complete without a stroll down the iconic 5th Avenue! Join the only walking tour that is Charter Partner of St. Patrick’s Cathedral for exclusive skip-the-line entrance and learn more about Rockefeller Center, home to the worldwide symbol of the holidays in New York City.
Your adventure starts with a 1-hour tour with an expert English-speaking guide. Meet in front of the Atlas Statue and discover the charming Rockefeller Center and Channel Gardens. Admire the sumptuous windows of famous international brands that follow one another while learning more about the interesting history and beautiful Art Deco architecture of the area.
Your tour will end at St. Patrick’s Cathedral. Your guide will escort you to the skip-the-line entrance and assist you to download the app for the self-guided tour of the church. Completed in 1879, it is the largest Catholic Cathedral in the United States. The contrast between its neo-Gothic style and the tall skyscrapers makes this place a unique sight that you absolutely can't miss!",,0
https://www.musement.com/us/new-york/harlem-juke-joint-tour-256398/,Harlem juke joint tour,$99.00,"Join this exciting walking tour to get an authentic feel for the beautifully preserved and thoroughly charming Harlem neighborhood while listening to amazing jazz music by the most talented players in legendary and up-and-coming clubs. Your jazz guide will arrange the best itinerary for your chosen night for a unique, once-in-a-lifetime experience!
You will visit a minimum of 2 hidden jazz haunts (but most tours visit 3) for hours of swinging live music. You'll hear about Harlem's historic past and dynamic present. Learn about the Cotton Club, Savoy Ballroom, Minton's Playhouse, Swing Street, The Tree of Hope, and the Apollo Theater, while discovering the brand new hot spots and restored architectural treasures.
The itinerary changes nightly and includes thrilling clubs like:
The renowned “Birthplace of Bebop”
A members' only club that dates back to the ’20s
A 1960s vintage dive bar with free food and swinging live music
A Hammond B3 organ lounge from the ’40s where Duke Ellington and Sarah Vaughan performed
A speakeasy with roots going back to prohibition and the discovery of Billie Holiday by John Hammond
New Harlem spots on their way to becoming legendary — all with their own special charms
This tour is for everyone! Are you a player or singer? Join the jam. If you like to move, get up and dance! If you just want to groove, hang back, and let the music wash over you.",4,1
https://www.musement.com/us/new-york/private-jazz-in-nyc-tour-highlights-256791/,Private Jazz in NYC Tour Highlights,$500.00,"Whether you're a local or first-time visitor to New York City, a private tour is the best way to experience the Big Apple your way! Although Big Apple Jazz is most proud of its 20 years of immersion tours into the jazz nightlife and history of the Big Apple, they also offer guided tours to New York's major attractions and neighborhood hideaways.
Customize the tour yourself based on your needs and interests. Your knowledgeable guide will help you design the best itinerary. You'll get their unmatched expertise during the walking tour, plus as much pre-tour assistance in designing the experience of your dreams as needed!",,0
https://www.musement.com/us/new-york/new-york-city-high-line-and-hudson-yards-walking-tour-264825/,New York City High-Line and Hudson Yards walking tour,$39.00,"Experience the green oasis!
One of New York's most avant-garde and modern urban projects! Here you can meander through beautiful gardens and admire photograph the famous ""Vessel"". This public structure rises to an astonishing 45.7 meters high and has 2,500 interconnecting steps. Prepare for an urban hiking experience, away from NYC busy streets and get lifted into a garden path along the Westside of Manhattan with amazing views of New York City and the Hudson River along the way.
At its finest, the High Line park is an example of urban renewal, a unique concept of a park, a green oasis amongst the concrete giants.",,0
https://www.musement.com/us/new-york/day-trip-to-boston-from-new-york-264828/,Day-trip to Boston from New York,$130.00,"Discover the charming and gorgeous city of Boston.
Sit back and enjoy this experience as you explore the city's major highlights such as Fenway Park stadium home to the Boston Red Sox and Harvard University Main campus, Copley Square, Trinity Church, Quincy Market, Freedom Trail and much more!
Boston has so much to offer and this tour guarantees to show you the very best of it.",5,1
https://www.musement.com/us/new-york/new-york-city-of-contrasts-tour-264829/,New York City of Contrasts tour,$65.00,"Get ready for a new kind of experience! Explore and discover Manhattan's hidden and more authentic places!
You'll get to experience the city's multi-cultural side, seeing numerous locations such as Bronx, Queens and Brooklyn. Allow your experienced tour guide to take you on a journey where you'll experience a variety of views and contrasts found within the Big Apple! You'll get to see awesome places like the Yankee Stadium home of the New York Yankees, graffiti and artistic mural filled neighbourhoods, Flushing Meadows Corona Park, the “Unisphere”, which appeared in the movie “Men in Black”, and much more!
Continue your tour in Queens, where you can see the many cultures that make up this awesome neighbourhood! Arriving at Queens waterfront area filled with an amazing panorama of Manhattan’s world-famous skyline and local restaurants to grab a bite. Finally, head over to the borough of Brooklyn, where you'll get the chance to visit the charming Williamsburg neighbourhood.",,0
https://www.musement.com/us/new-york/skyline-tour-of-new-york-city-264832/,Skyline tour of New York City,$60.00,"Kickstart your night out in the Big Apple and join this awesome hop on and hop off scenic tour for an evening of spectacular panoramic views of the legendary NYC skyline!
Gaze in awe at Manhattan’s magnificent skyline with its most iconic skyscrapers. See iconic sights like the Statue of Liberty, the Empty Sky Memorial and the Empire State Building. Your night tour occurs during twilight when the most famous skyline comes to life with millions of lights flickering all around you.
Bring your camera! And be ready to be amazed! You'll even get to experience the incredible skyline panoramic views from a best-kept secret, New Jersey’s Waterfront.
Feeling peckish? Well, then have your palate tickled with one of America’s best- and well-known pastries at Carlo’s bakery from the tv show “Cake Boss”.",,0
https://www.musement.com/us/new-york/greenwhich-village-food-and-historic-walking-tour-265473/,Greenwhich Village Food and Historic walking tour,$134.00,"Get to know New York’s Downtown origins and learn all the alluring and interesting facts the Big Apple has to offer. On this tour, you'll get to explore the most iconic neighborhoods of this enormous city. Help your local guide flip the pages of history on each corner and get to know New York's famous Wall Street, Federal Hall and old Stone Street. Learn about the city’s origin as a Dutch fur-trading outpost and colonial stronghold.
Old New York will be at your fingertips when you combine a Greenwich Village food tour and Historic Downtown walking tour in one memorable afternoon! With this experience you'll be satisfying both your palate and your curiosity combining history, tradition, and mouth-watering eats!",,0
https://www.musement.com/us/new-york/greenwich-village-food-tour-265474/,Greenwich Village food tour,$109.00,"Explore a village that has maintained its unique character within New York City! With its Dutch and English colonial influence, its Beat Poet and avant-garde art roots, Greenwich Village is a famous hot-spot of downtown Manhattan.
With your awesome expert guide, you'll get to know the hidden secrets and interesting history of this place. You'll also get to enjoy local food from 6 different spots!",,0
https://www.musement.com/us/new-york/the-high-line-tour-historic-downtown-and-greenwich-village-food-tour-265479/,"The High Line Tour, Historic Downtown and Greenwich Village food tour",$159.00,"Get ready to explore the gorgeous High Line, a top highlight of New York and in the world! You'll also get the chance to check out Greenwich Village where you can satisfy your taste buds. This is New York City’s quintessential neighborhood, packed with culinary treasures that pay homage to its historic roots and storied traditions. You'll be meandering through shaded, brownstone-lined streets while learning how “The Village” became the epicenter of the bohemian and counterculture movements. You'll also get to enjoy a delicious lunch you will never forget. Finally, get to know Downtown's unique and modern history as you explore and meander through this bustling area!",,0
https://www.musement.com/us/new-york/best-of-nyc-ebike-tour-266620/,Best of NYC eBike Tour,$105.00,"Make the absolute most out of New York with a 3-hour, 9-mile bike adventure through the city that never sleeps.
Starting right by the Brooklyn Bridge on the Manhattan side, this tour will take you to Battery Park, Little Italy, and Chinatown before riding up to Washington Square Park. From there, you'll be guided along the Hudson Greenway. You'll then view the newly constructed Little Island, Vessel and the Highline. If time and traffic will permit it, together with your group, you'll bike toward Times Square, Madison Square Garden, and the Empire State Building too.
Let your guide give you a unique perspective of the city, combining excitement with education and adventure. This tour will allow you to both see attractions and neighborhoods while stretching your legs on a healthy workout, designed to be leisurely and enjoyable.",,0
https://www.musement.com/us/new-york/private-central-park-guided-bike-tour-266922/,Private Central Park guided bike tour,,"Take a private tour of Central Park with your family and friends catered to your needs. On this bike tour led by a city-licensed professional, you'll get to admire the natural beauty of Manhattan's largest park while hearing all about its history and obscure fun facts that even native New Yorkers never heard of!
Visit iconic locations such as the Bow Bridge, Strawberry Fields, Literary Walk, Alice in Wonderland Statue, Loeb Boathouse, and more. This tour is accessible to riders of any skill level and is designed to be leisurely and to give you plenty of opportunities to admire the beautiful sights and stop for pictures. You'll be given everything you need, including bike rental, basket, helmet, lock and an informative map of the area.
Each group can host up to 4 people and you can choose the duration of the tour between 2, 3 or 4 hours. If you have larger groups, please reach out to Unlimited Biking.",,0
https://www.musement.com/us/new-york/private-central-park-guided-walking-tour-266925/,Private Central Park guided walking tour,,"Whether you are a first-time visitor or a seasoned traveler, a private tour is the best way to experience the Big Apple your way. Get a complete and personalized tour of Central Park based on your interests and needs. An expert licensed NYC tour guide will guide you through the park's beautiful lakes, forests, and trails.
Are you a fan of movies? Central Park is the most filmed place in the world. Spot the many locations featured in more than 300 films. Are you a music enthusiast? Stop for some pictures at Strawberry Fields and the John Lennon Memorial. Your guide will provide an in-depth narration of the park's history and fun facts. Just follow along and admire its beauty! Other highlights include the popular statue of Balto, Bethesda Fountain and Terrace and Bow Bridge.
Each group can host up to 15 people and you can choose the duration of the tour between 2, 3 or 4 hours.",,0
https://www.musement.com/us/new-york/semi-private-midtown-manhattan-architecture-and-history-walking-tour-275678/,Semi-private Midtown Manhattan architecture and history walking tour,$104.94,"With its soaring skyscrapers, manicured parks, and pulsating train stations Manhattan’s Midtown district is one of the most outstanding and exciting parts of New York.

This semi-private tour will take you on an adventure where you'll explore the best parts of the city! Your local expert guide will help you navigate the streets and landmarks that are instaworthy and postcard-perfect. Get to know the Big Apple's architectural wonders such as the Marble Collegiate Church, the New York Public Library and the Morgan Library.
Stroll through Madison Square Park and learn about the odd design of the Flatiron Building.
Don't worry, you'll also get to see the world-famous Empire State Building, one of the last great 20th century giants, and the gorgeous Grand Central Station where you’ll learn about the landmark laws that preserve these beautiful historic buildings for future generations.",,0
https://www.musement.com/us/new-york/lower-manhattan-and-ground-zero-private-walking-tour-275679/,Lower Manhattan and Ground Zero private walking tour,$616.43,"Discover the lower and cooler parts of Manhattan! Your enthusiastic expert guide will show you the most important historical sites including Bowling Green and Castle Clinton in Battery Park.

Here you'll get to know some of the most important statesmen to have ever lived in the US such as George Washington and Alexander Hamilton at both Federal Hall and Trinity Church. You'll then fast-forward to the last century when the Charging Bull became the symbol for Wall Street and the NYSSE. Explore this unique and alluring area, famous for its modern architectural wonders that make NYC's distinct skyline.
Finally, you'll get to know the tragic tales lived by New Yorkers on 9/11 while visiting the official memorial as well as the firefighters’ memorial. The city has moved forward though, and the soaring Freedom Tower is the best example.",,0
https://www.musement.com/us/new-york/semi-private-walking-tour-of-lower-manhattan-and-ground-zero-275680/,Semi-private walking tour of Lower Manhattan and Ground Zero,$104.94,"Discover the lower and cooler parts of Manhattan! Your enthusiastic expert guide will show you the most important historical sites including Bowling Green and Castle Clinton in Battery Park.

Here you'll get to know some of the most important statesmen to have ever lived in the US such as George Washington and Alexander Hamilton at both Federal Hall and Trinity Church. You'll then fast-forward to the last century when the Charging Bull became the symbol for Wall Street and the NYSSE. Explore this unique and alluring area, famous for its modern architectural wonders that make NYC's distinct skyline.
Finally, you'll get to know the tragic tales lived by New Yorkers on 9/11 while visiting the official memorial as well as the firefighters’ memorial. The city has moved forward though, and the soaring Freedom Tower is the best example.",,0
https://www.musement.com/us/new-york/private-guided-tour-of-the-statue-of-liberty-and-ellis-island-275684/,Private guided tour of the Statue of Liberty and Ellis Island,$769.07,"Explore two of the greatest American landmarks on this 3-hour private guided tour. Follow your expert guide on a walk-through at a time when the US embraced immigration more than ever. On this tour, you'll discover New York's first immigration center, Castle Garden Immigration Station, which operated until Ellis Island opened.
You'll then cruise on a ferry to visit Liberty Island where the Statue of Liberty keeps an eye on incoming ships. You’ll learn all about Fort Wood, which now acts as the base for the statue, offered to the US by France in 1886.
Head over to Ellis Island, a place where millions of European newcomers first set foot on US soil.
Get a sobering experience at the separation stairs or the excitement at the kissing post where families’ lives changed forever. Finally, you'll visit the Wall of Honor, where you too could search for your family’s name among the 700,000 names commemorating those who entered the United States here. This tour is the ideal way to remember, and celebrate, the immigrants that contributed so much to America’s success.",,0
