link,name,price,avg_rating,number_of_ratings,description,keywords
https://www.getyourguide.com/new-york-city-l59/new-york-city-holiday-sunset-cocoa-cruise-t393355,NYC: Sunset Holiday Cocoa Cruise,86.6,4.6,10.0,"Prepare for a memorable sunset experience in New York City. See all the major lower Manhattan sights from the water at sunset, which is one of the most beautiful times to be in New York harbor.&nbsp;Embrace the holiday spirit and enjoy some sightseeing on this 1.5-hour cruise.

Board a&nbsp;classically-inspired, 1920s-style yacht, decked out in elegant holiday decor and lights.&nbsp;Marvel at the sweeping skyline from inside the heated observatory, or venture to the open bow for pictures and more unobstructed views of Manhattan.
Bring a camera or phone as there are some great photo opportunities on this delightful holiday activity.

Enjoy holiday music as you sit back, relax, and sip on delicious homemade hot cocoa! Your booking party will be assigned comfortable seating in the grand salon. Tables may be shared with a clear partition divider depending on party size.","sunset experience; new york city; lower Manhattan sights; 1.5-hour cruise; classically-inspired, 1920s-style yacht ; heated observatory ; open bow ; holiday music"
https://www.getyourguide.com/new-york-city-l59/vip-sunrise-at-empire-state-with-optional-state-breakfast-t121154,NYC: Empire State Building Sunrise Experience Ticket,132.6,4.5,31.0,"See the rising sun from the top of the Empire State Building. Join an intimate VIP group to watch dawn break over a waking New York City.

Begin in the new lobby, where a Building Ambassador will greet you. Enjoy exclusive access to the 86th Floor observation deck before the crowds arrive.

Watch the sunrise over the city as it transitions from night to day. Marvel at the changing view as the morning sun rises and lights up the city's famous landmarks.

The Empire State Building soars 1,454-feet (443-meters) above Midtown Manhattan from base to antenna. Atop the 86th Floor observation deck, you’re at the highest 360-degree open-air viewpoint in New York City.

On a clear day, you can see up to six states: New York, New Jersey, Pennsylvania, Delaware, Connecticut, and Massachusetts. You can also enjoy the sights from within the cozy climate-controlled viewing galleries.

After greeting the sun, head down to the new interactive galleries on the 2nd Floor. Start at the awe-inspiring new entry and walk through the museum experience.

Benefit from a state-of-the-art air purification system that regulates the air quality inside the building.

Go back in time from the building’s construction to its current place in pop culture with hands-on exhibits. Explore the galleries before heading back out onto the city streets to start your day.",empire state building; dawn break; waking new york city; building ambassador ; 360-degree open-air viewpoint ; midtown Manhattan ; arkansas ;
https://www.getyourguide.com/new-york-city-l59/nyc-vip-rock-pass-with-top-of-the-rock-observation-deck-t617984,NYC: VIP Rock Pass with Top of the Rock Observation Deck,196.4,5.0,1.0,"Elevate your visit to Rockefeller Center to unprecedented heights with the VIP Rock Pass, granting you access to an exclusive 90-minute guided journey through one of New York City's most iconic landmarks. Begin your experience in the lavish VIP Lounge, where luxury meets comfort, setting the stage for an unforgettable adventure.

Immerse yourself in the rich history of Rockefeller Center as your expert guide leads you through its storied past. Discover hidden gems, including a secret rooftop garden—a serene oasis amidst the urban jungle—accessible only to VIP Rock Pass holders. Delve into the fascinating stories behind this historic landmark before culminating your tour at the crown jewel: the Top of the Rock Observation Deck.

Ascend to astounding heights and behold unrivaled panoramic views of the Manhattan skyline from this unparalleled vantage point. With expedited entry and exclusive elevator access, you'll climb effortlessly to the summit, where breathtaking vistas await. Capture the magic of the moment with a complimentary Photo Pass, ensuring you can cherish these memories for a lifetime.

But the VIP treatment doesn't end there. Round off your experience with a visit to the Gift Shop, where you'll enjoy an exclusive 20% discount on all purchases—a fitting memento of your journey through Rockefeller Center.

Combining the best of both worlds—the Rockefeller Center Tour and VIP Top of the Rock Pass—the VIP Rock Pass promises an unparalleled exploration of this iconic landmark. With access to exclusive spaces, priority entry, The Beam Experience, a photo package, and exclusive discounts, it's the ultimate way to discover Rockefeller Center in true VIP style. Don't miss your chance to experience this unforgettable adventure—it's the epitome of luxury and indulgence.",VIP rock pass; exclusive 90-minute guided journey; new york city's most iconic landmarks ; hidden gems ; secret rooftop garden ; urban jungle ; gift shop ;
https://www.getyourguide.com/new-york-city-l59/central-park-rockefeller-times-square-horse-carriage-ride-t207333,"Central Park, Rockefeller &amp; Times Carriage Ride (4 Adults)",266.1,4.7,10.0,"Embark on a captivating journey through New York City with our horse carriage tour, starting at the corner of 59th Street and 6th Avenue. Begin by venturing through Central Park, where you'll be enchanted by its romantic paths and breathtaking city views. As the tour progresses, we'll guide you along the famous 5th Avenue, passing notable landmarks like the Apple Icon and other historical sites as we make our way towards the vibrant Rockefeller area.

Immerse yourself in the splendor of the city as we follow the shimmering lights and captivating energy towards the iconic Times Square. Day or night, Times Square is alive with a festive atmosphere, drawing people from around the United States and the world. Witness the bustling crowd, the vibrant lights, and the lively ambiance that make this cosmopolitan part of the city truly special.

This horse carriage experience offers you a unique opportunity to behold the panoramic view of New York City and its diverse inhabitants, who gather from all corners of the globe in this ""timeless"" square. It's an extraordinary fusion of the park's serene beauty and the bustling energy of the city, creating an unforgettable experience.

As you ride through the city streets, you'll feel a sense of privilege, embracing an old New York tradition and becoming part of a world culture. Prepare to witness and immerse yourself in the essence of the city and its people on this exceptional and rarely offered opportunity.

Book your horse carriage tour today and get ready to view, feel, and embrace the vibrant spirit of New York City like never before.",horse carriage tour ; central park ; 59th street ; 6th avenue ; apple isle ; rockefeller area ; festive atmosphere ; united states ;
https://www.getyourguide.com/new-york-city-l59/private-yacht-luxury-statue-of-liberty-boat-tour-t450947,NYC: Statue of Liberty Sightseeing Tour on Private Yacht,775.7,5.0,6.0,"Step off the Manhattan sidewalk at Chelsea Piers for the ultimate experience in New York City. This private yacht is a five-star resort on the water with exclusive access to the city's stunning sights. The captain and attentive crew will greet you on the dock and whisk you away for unique opportunities to slip closer to the iconic landmarks and vibrant neighborhoods that define the city, taking you places that larger vessels simply cannot go.

Cruise down the Hudson River to the grand New York Harbor where the sky opens up with stunning views of the city cityscape. Twirl around the harbor for panoramic views of all the major landmarks – Ellis Island, Governors Island, Financial District, Brooklyn Bridge, and, of course, Lady Liberty herself. Slip up to the Statue of Liberty and pause here, bask in all her glory, and then explore more of the city. On a private yacht, you can connect with the city on a deeper level, and experience its beauty and grandeur in a new way.

Enjoy the yacht's 2 luxury lounges. The outdoor deck lounge has an open floor plan and chic u-shaped seating designed for conversation to flow easily. The indoor cabin lounge is nestled in the heart of the vessel. Also with the classic u-shape, it includes table seating for intimate chats over brunch, lunch, or dinner. Masterfully designed with white upholstery and wood flooring, the lounge is a haven for relaxation and conversation. The kitchenette and bespoke lavatory feature plush amenities such as personal cloth hand towels. To top it all off, your own playlist connecting to the Bluetooth sound system, not canned music, will provide the perfect soundtrack for your personal voyage.

New York City is an island, and one of the most sought after experiences is sightseeing on a private yacht. However, when its just a guy with a boat, the luxury experience of food and beverage service is left out. Trying to serve yourself a drink on a moving vessel, without spilling, can be an acrobatic feat.

This yacht is truly a luxury experience with skilled crew ensuring your champagne is chilled and not spilled. Choose to add a mouthwatering meal while relaxing and enjoying the view. Start off your day with a classic NYC brunch featuring fresh bagels and lox, cream cheese, and all the accoutrements. Then indulge in a charcuterie board and cheese board served on impressive wood platters, or opt for a lighter option with a refreshing shrimp cocktail or crudités. For those with a sweet tooth, the cakes and tarts are a true delight. And what better way to celebrate life than with a glass of champagne, or perhaps a crisp white wine or refreshing rosé?

Enjoy being part of the greatest city in the world where the journey is even better than the destination.",private yacht ; five-star resort ; new york harbor ; stunning sights ; dining area ; charcuterie
https://www.getyourguide.com/new-york-city-l59/new-york-rooftop-pub-crawl-t604433,New York Rooftop Pub Crawl,62.25,5.0,5.0,"Embark on a night of cosmopolitan revelry with our Rooftop Pub Crawl in the heart of New York City! Elevate your social scene as you sip artisan cocktails and indulge in delectable bites at some of the city's most exclusive rooftops. As the sun sets, so does the barrier between strangers, fostering connections with like-minded global adventurers.

The journey kicks off at a stylish rooftop bar, where you'll engage in lively drinking games and integration activities, breaking the ice with fellow participants. Immerse yourself in the vibrant energy of the city skyline as you clink glasses and exchange stories against the backdrop of breathtaking views.

Next, we venture to a carefully selected club in Manhattan, where the beats are as intoxicating as the drinks. Dance the night away in the heart of the city that never sleeps, surrounded by a diverse, international crowd. Our Rooftop Pub Crawl is not just an event; it's a passport to a night of laughter, connection, and unforgettable moments.

Join us for an evening where the skyline isn't the only thing that's stunning. Experience the magic of New York City's rooftop nightlife, where every sip, bite, and beat adds a new layer to your adventure!",rooftop pub crawl ; new york city's rooftop nightlife ; artisan cocktails ; delectable bites ; sun sets ; global adventurers ; drinking games ; integration activities
https://www.getyourguide.com/new-york-city-l59/meatpacking-district-chelsea-market-and-the-highline-tour-t72312,Meatpacking District: Chelsea Market and The Highline Tour,42.4,4.8,28.0,"Start your 2-hour tour in front of the world famous Chelsea Market. Spend some free time inside the market, sample baked goods and snacks and even do a little shopping.

Hear about the infamous Death Avenue before heading up to The Highline, a linear park built on an elevated section of a disused New York Central Railroad spur. Enjoy fantastic views of Chelsea Piers and see where the ill-fated Titanic was meant to dock in 1912. Admire the 18-story luxury boutique Standard Hotel and other local architecture.

After visiting The Highline, head into the heart of the Meatpacking District. See the Gansevoort Hotel and walk past several high-fashion flagship stores and some trendy bars.","the highline, a linear park, disused new york central railroad spur ; the highline ; meatpacking district ; gansevoort hotel ; high-fashion flagship stores ;"
https://www.getyourguide.com/new-york-city-l59/perfect-bagel-baking-workshop-t460285,NYC: Create the Perfect Bagel with an Award-Winning Baker,135.3,4.5,6.0,"Take part in the ultimate bagel-making workshop in the heart of New York City. Discover the art of crafting mouthwatering New York-style bagels with an award-winning baker and relish your tasty creations at home.

Step inside a real NYC bagel shop and savor the smell of fresh bread. See how the iconic New York bagel is made on a commercial level in this authentic setting and feel inspired to make your own.

Follow step-by-step guidance from your instructors, from learning about the key ingredients to mastering the traditional rolling method, boiling, seeding with toppings, and baking.

As you work on your bagels, hear the fascinating history of how the bagel became a New York staple. Finally, open the oven and tuck into your delicious, freshly made New York bagel.

Say goodbye to your fellow bagel bakers as the workshop comes to an end. Take home a new appreciation for NYC food and the art of baking, and look forward to a box of tasty bagels prepared by you.",bagel-making workshop ; new york city ; new york city city ; fresh bread ; rolling method ; boiling ; seeding
https://www.getyourguide.com/new-york-city-l59/new-york-pizza-beer-and-history-tour-t192591,"NYC: Greenwich Village Pizza, Beer, and History Tour ",80.3,4.9,9.0,"Explore the best pizza and beer in Greenwich Village, a historical and cultural mecca on the Westside, with the help of a licensed tour guide. You will enjoy learning interesting tidbits and increase your cultural knowledge, all while savoring three pizza samplings and two beer tastings.

About the Pizza:
No neighborhood does pizza quite like Greenwich Village, with everything from amazing coal-fired thin crust pies, to traditional New York slices dripping with mozzarella cheese and oil, to newer pizzaiolos (pizza makers), many recent immigrants from Italy, who are showcasing how pizza is cooked in their home regions in the Old Country. Three amazing spots have been scouted to try three different styles of pizza. You will examine what makes each so unique, from inspiration to ingredients, to ovens.

About the Beer:
Drinking in Greenwich Village has always been as big a part of the culture as music, painting, and writing. Not even a little thing like Prohibition stopped the party, the Village was home to some of New York’s most famous speakeasies, and you will enjoy a beer at one of its better-known former speakeasies. Learn how they snuck in the booze and kept their customers from getting arrested while enjoying drinks in the bars that helped transform Greenwich Village into The Village, as much a state of mind as a physical neighborhood.

You will be walking the same streets as F. Scott Fitzgerald, Jackson Pollock, Dylan Thomas, Bob Dylan, and other Village legends, chatting about what drew them all to this amazing corner of New York. You will schmooze, take photos and sightsee as well as eat and drink, learning the amazing stories of the Village and all of the establishments you visit.","greenwich village, cultural mecca, is home to coal-fired thin crust pies ; new york slices ; mozzarella cheese ; olive oil ; pizzaiolos ;"
https://www.getyourguide.com/new-york-city-l59/central-park-pedicab-tours-t515487,Central Park Movie Spots Pedicab Tour,43.3,4.9,8.0,"Escape the hustle and bustle of New York City by enjoying a one or two-hour pedicab tour in Central Park, accompanied by a professional photographer to capture your memorable moments.

During your ride, you'll explore the park's rich history and its importance in the city. Your guide will share fascinating historical facts and trivia about this iconic park. You'll visit notable landmarks such as the Plaza Hotel, Bethesda Founatin, Bow Bridge, Strawberry Fields, and the icone Lake, all with significant historical significance.

For movie enthusiasts, you can also spot some famous film and TV show locations. Keep an eye out for the bridge from Elf's snowballfight scene, the Bethesda Fountain featured in Enchanted and Gossip Girl, and the pigeon lady scene from Home Alone 2. Don't miss the chance to capture your own celebrity-style photos at these renowned locations.","pedicab tour in central park ; park's rich history ; city ; fountain, benjaminatin, bow bridge, strawberry fields ; icone lake ; movie enthusiasts ;"
https://www.getyourguide.com/new-york-city-l59/new-york-city-haunted-greenwich-village-ghost-tour-t336211,NYC: Ghosts &amp; Ghouls of Greenwich Village Walking Tour,28.85,4.3,9.0,"New York City is known for its hustle and bustle, and has been the living space for many of America’s most historically significant people. With every step you take in this concrete jungle, there’s a good chance you’re coming across something that has a story to it that you’ve never heard before. Throughout this dense city filled with generations of historic events, there’s one area with a real reputation for paranormal activity: Greenwich Village.

Come explore the dark side of Greenwich Village on this thrilling ghost tour by US Ghost Adventures. The town has been inundated with a history that is fascinating, tragic, and strange. Embark on a life-changing experience and explore a side of New York that few are brave enough to see. Throughout the tour you will visit 9 haunted locations in and around Greenwich Village whilst seeing historical places that are home to some of the strangest tales you’ve ever heard.

You'll encounter the Jefferson Market Library, where architectural curiosity catches the eye due to its unique tower. If you look closer however you’ll see a dark past, as this building once served as a prison for Manhattan’s female criminals, and was also the first night court.

Following that you will visit the site of the Triangle Factory Fire, a tragic event which led to the death of nearly 150 people. You'll conclude by visiting the Mark Twain House and a haunted restaurant, where ghosts from 200 years ago have been seen consistently since 1910. Whilst at the Mark Twain House you can see if you can catch a glimpse of the famous author walking about in a white suit, which many witnesses claim to have seen.",greenwich village; ghost tour; us ghost adventures; american ghost tours; history-changing experience ; monasteries market library ; triangle factory fire ; haunted restaurant
https://www.getyourguide.com/new-york-city-l59/brooklyn-nyc-food-walking-tour-w5th-generation-new-yorker-t531514,Brooklyn NYC Food &amp; Walking Tour w/5th Generation New Yorker,67.65,4.7,14.0,"Discover the heart of Brooklyn, just one subway stop from Manhattan and steps from the East River Ferry, on a food and walking tour led by a 5th generation New Yorker.

Explore quintessential New York cuisine – bagels, pizza, and the finest coffee and tea -- at spots that only locals know about. Each restaurant is chosen for culinary excellence and mission to give back to the local community.

Explore Williamsburg, Brooklyn by foot -- walking tour starts and ends at the East River waterfront, with stops to learn about the history and architecture of Brooklyn. Hear tour leader Rachel's boom-and-bust family history in Williamsburg.

This isn't just a Brooklyn NYC food and drink walking tour. Learn how each restaurant's owners found their way to Brooklyn and how they've impacted the Williamsburg, Brooklyn community. Dive into Brooklyn's history, from 1500s immigrants to its vibrant present. You'll also have opportunities for the perfect photoshoot -- right by the Brooklyn waterfront!

Can offer tour as a group or private, upon request! Can also customize the tour for private groups.

Other things to note:
- Group size of 10 people or less guaranteed. Can accommodate larger groups for a private tour.
- This is a walking tour. We will walk about 1 mile total (with stops along the way)
- Inclusive of food and beverages -- come hungry! We visit 3 restaurants
- Please share any dietary restrictions or preferences ahead of time. The tour cannot accommodate a gluten free diet
- This tour is suitable for locals, national and international tourists!",walking tour ; new york city cuisine ; bagels ; pizza ; coffee ; tea ; private tours ; gluten free diet ; national and international tourists ;
https://www.getyourguide.com/new-york-city-l59/new-york-magical-christmas-lights-tour-in-brooklyn-t441636,New York: French Magical Christmas Lights Tour in Brooklyn,62.25,4.7,13.0,"Guided walking tour (up to 10 persons)

Points of view from Brooklyn
Meet at Dumbo and enjoy this neighborhood. Stroll though Brooklyn Heights with an eyes toward the Manhattan skyline and the gorgeous Wall Street view by sunset time under the Brooklyn Bridge.

Christmas magie in New York
Let's take the subway together toward Dyker Heights where the living people love to decorate their garden and enormous house. They hand multiple lights or decoration from trees and roof.

The extravagance of Christmas
Take a walk together through bright light Dyker Heights houses. Enjoy this magical experience to dive into Christmas fairy.

Gratuity is not included in the price. Suggested gratuity is between $5 and $10 per person.",guided walking tour (up to 10 persons) Points of view from Brooklyn Meet at dumbo and enjoy this neighborhood ; wall street view ; sunset time
https://www.getyourguide.com/new-york-city-l59/shopping-tour-of-fashion-rich-soho-new-york-t590119,"Shopping Tour of Fashion-Rich Soho,&nbsp;New&nbsp;York ",45.1,4.8,5.0,"Explore new brands and exclusive American designers, stay ahead of trends, and enjoy a personalized experience, as each boutique unveils a style waiting to be discovered. Guiding you with expertise and a background in clothes design, our knowledgeable guide, will uncover iconic names, reveal American gems, and fuse fashion, culture, and surprises in the heart of SoHo.

We'll start our fashion forward tour in Lieutenant Joseph Petrosino Square, located in New York City's Little Italy neighborhood and end at SoHo Grand Hotel.","exclusive american designers, stay ahead of trends, and enjoy a personalized experience ; clothes design ; american gems ; fashion, culture ; surprises"
https://www.getyourguide.com/new-york-city-l59/from-new-york-philadelphia-day-trip-t395396,From New York: Philadelphia And Community Amish Day Trip,101.95,4.5,10.0,"Discover the highlights of Philadelphia and visit the Amish Community on a guided tour from New York. Explore one of the oldest cities in America and learn about its historical importance.

Your experience starts with pickup from selected hotels in New York. After a 2-hour transfer, arrive in Philadelphia city and visit the Liberty Bell. Enter the Independence Hall to see where the Declaration of Independence and the Constitution were created.

Pass by Congress Hall and the Christ Church cemetery, where the tomb of Benjamin Franklin is located. See the house of Betsy Ross, who designed the first US flag. Wander along Elfreth’s Alley, the oldest street in the country, lined by 32 Georgian houses.

Visit Parque del Amor in the city center, and enter the City Hall. Pass the State Penitentiary where famous prisoners such as Al Capone and Willie Sutton were held. Stop at the Philadelphia Museum of Art to see the stairs where Rocky was filmed, before returning to New York.
After visiting Philadelphia We will go to Landcaster to visit the Amish Community and a Amish Village.",amish community on guided tour from new york ; new york city ; liberty bell ; independence hall ; declaration of independence ; constitution ; Christ Church cemetery ;
https://www.getyourguide.com/new-york-city-l59/central-park-electric-scooter-rental-t605525,Central Park Electric Scooter Rental,18.05,5.0,2.0,"Discover Central Park in the easiest and most fun way. Scooters have become a new favorite so get ready to glide -with no time limit- around the most iconic park.

✦ We provide varied and reliable equipment such as helmets, baskets, locks with flexible schedules so that you can manage your times at your preference. Perfect if you are a first time visitor or if you already have a favorite route!

✦ We are located a few short blocks from Columbus Circle and the entrance to Central Park. We love working with our customer so feel free to ask for touring suggestions or an easy-to-use map.

Book ahead and enjoy all that Central Park has to offer!",central park ; first time visitor ; travellers ; easy-to-use map ; cruisers
https://www.getyourguide.com/new-york-city-l59/new-york-christmas-lights-in-dyker-heights-t58158,From Manhattan: Dyker Heights Holiday Bus Tour,54.1,4.5,744.0,"Embark on a holiday bus tour taking you through the residential neighborhoods of Bay Ridge and Dyker Heights to see their brilliant Christmas decorations. Hop off your bus to see these homes up close on a guided walking tour.
Marvel at tree-lined streets and lit up private residences decorated for the holiday season. Learn about the neighborhoods' long-lasting holiday traditions from your local guide.

Learn how it has been a tradition for many years to illuminate these homes with tens of thousands of lights and dazzling holiday scenes. Now, it has become a festive competition amongst the homeowners as to who has the ""brightest"" holiday cheer in the neighborhood.

Then, walk through these neighborhoods on a guided tour, hearing the stories and wonderful lore behind this fun holiday event. You may even meet some of the homeowners and hear about how these neighborhoods come together in such a way to bring such holiday magic to New York City.

On your way back to Manhattan, see the spectacular New York City skyline and some of the other festive holiday displays throughout the city. At the end of your tour, be dropped off in Midtown Manhattan.",holiday bus tour; residential neighborhoods of bay Ridge and dysker Heights ; festive decorations ; tree-lined streets ; private residences ; holiday season ;
https://www.getyourguide.com/new-york-city-l59/new-york-guided-2-hour-central-park-bike-tour-t23534,NYC: Guided Central Park Bike Tour in English or German,36.7,3.8,13.0,"Explore Central Park in a unique and fun way with a 2-hour guided bike tour. This trip will take you through the park faster than by foot, thereby giving you more opportunity to see all the sights. With a top-notch guide leading the way, you will not only be shown a comprehensive look of the park, but also given the opportunity for a customized tour that ensures you see all the spots you want to.

From Bethesda Fountain to Strawberry Fields to the Jacqueline Kennedy Onassis Reservoir, you will see it all. Your guide will also lead the group to visit lesser-known sights like Cleopatra's Needle, Sheep Meadow, and the Swedish Cottage Marionette Theater.","central park in a unique and fun way with a guided bike tour ; cleopatra's Needle, sheep Meadow, and Swedish cottage Marionette Theater."
https://www.getyourguide.com/new-york-city-l59/greenwich-village-lgbtq-pride-walking-tour-t489099,Greenwich Village LGBTQ+ Pride Walking Tour,44.2,5.0,1.0,"Join us on our Village Pride Walking Tour! On this tour around Greenwich Village, we will visit historic sites where revolutions began, riots were sparked, and history was made. We will see common threads within the LGBTQ+ generations who have lived life in New York City, sharing their stories throughout the tour. You’ll also learn more about individual stories of Queer activists and the major political and social movements that have shaped the LGBTQ+ community over time. Sites include the historic Stonewall Inn, the Gay Liberation Monument, the NYC AIDS Memorial, the LGBT Community Center, and more.","village pride walking tour! greenwich village ; historic sites where revolutions began, riots were sparked, history was made ; queer activists ; major political and social movements ; stonewall inn"
https://www.getyourguide.com/new-york-city-l59/new-york-city-25-hour-central-park-highlights-walking-tour-t358270,New York City: Central Park Highlights Walking Tour,31.55,5.0,22.0,"Meet your guide for a walking tour through Central Park at Manhattan's Grand Army Plaza. Discover all the highlights of New York City's Central Park at a leisurely pace and see why it's called ""one of the greatest works of art in America."" &nbsp;

The tour takes place all year round. Each season brings in a different experience and discoveries at this wonderland. Visit both the famous sites and the hidden gems with an expert tour guide, hear the fascinating history of Frederick Law Olmsted and Calvert Vaux's urban masterpiece, and visit the spots for perfect photos, all in a leisurely tour.

The tour may include historic landmarks and sites such as Grand Army Plaza, The Pond, Gapstow Bridge, the Central Park Zoo, Delacorte Clock, The Dairy, Literary Walk, The Mall, the Bandshell, the landmarked Bethesda Terrace, the lake and Boathouse, the Ramble, Bow Bridge, Cherry Hill, and Strawberry Fields. &nbsp;

The tour will end in the beautiful Upper West Side neighborhood, hoping that you enjoyed a relaxing journey at this tranquil oasis nestled in the bustling metropolis.",walking tour through central park ; new york city's grand army pla ; historic landmarks ; the lake ; gapstow bridge ;
https://www.getyourguide.com/new-york-city-l59/new-york-city-day-trip-to-wine-country-t213612,NYC: Long Island Sommelier-Guided Wine Tasting Tour,143.4,4.5,15.0,"Enjoy award-winning New York state wineries with unparalleled access. Unlike tours that shuttle guests to and from vineyards with a driver, we really know wine. Board a luxury motor coach in Midtown Manhattan to unwind on a day trip in NY’s scenic wine country on the North Fork of Long Island, experiencing great wines in an intimate group setting.

Spend at least 1.5 hours at each winery, and enjoy a private tasting session at each venue. Meet the winemakers, walk through the vineyards, and learn all about the process of wine making from your expert sommelier guide. You’ll get exclusive discounts on wine purchases at the wineries.

During the tour you’ll also enjoy light food bites provided at the first winery tasting, to pair with the wines. Make a third stop at a famous farm market to check out freshly baked pies, local produce and other treats available for purchase. At the end of the tour you’ll be dropped off back in Manhattan.",luxury motor coach in midtown manhattan ; night trip ; scenic wine country ; long island ; private tasting session ; discounts ; wine purchases ; light food bites
https://www.getyourguide.com/new-york-city-l59/from-nyc-atlantic-city-and-caesar-s-casino-day-tour-by-bus-t434773,From NYC: Atlantic City &amp; Caesars Casino Day Tour by Bus,80.3,2.8,11.0,"Have the opportunity to visit one of the most famous cities on the coast of New Jersey. Discover Atlantic City on a one-day tour from New York City, on a comfortable bus, and enjoy the views before arriving at this great point.

Visit the tourist destination founded in the 19th century, with visitors not only from nearby New York or Philadelphia but from all over the world! You will get the chance to visit Caesars Casino, one of the most iconic casinos in the city, and enjoy gambling or try your game at cards!

Walk through the boardwalk and check out the lineup of shops and restaurants across the road in one of the most iconic beachside entertainment zones. Do not miss the stunning views from the Steel Pier Amusement Park and enjoy great rides while admiring the Atlantic Ocean.

Scape from the big city and have some time to go shopping, walk on the beach, try a restaurant, gamble at the casino or stroll through the entertainment points of the city. Definitely a day trip full of emotions and new things to discover!


**Please note that, by regulation, children and children under 21 are not permitted in the Casino. They must wait outside the premises until the end of their visit to Tropicana Atlantic City**.",casino ; atlant city ; one-day tour ; new york city ; philadelphia ; casinos ; steel pier amusement park ;
https://www.getyourguide.com/new-york-city-l59/new-york-professional-photoshoot-at-central-park-t467394,New York: Romantic photoshoot for couples,184.9,5.0,5.0,"Have you ever realised how many of the photos taken with your loved ones are casual snapshots or selfies, not doing justice to the moments and memories shared with them? If you’re looking for a unique experience, getting ready to propose, or just celebrating this special day with your loved one - this private photoshoot is the perfect way to make this Valentine’s Day unforgettable.

Your photographer will meet you at the prearranged meeting location and skilfully guide you through the photoshoot. With a local knowledge of the city's secret corners, they'll expertly guide you to spots that will make your photos truly extraordinary. With their guidance, you'll be surprised at how comfortable and confident you can be in front of the camera.

You will receive your beautifully edited photos in a digital gallery link within just 48 hours to your phone. Easily share them with friends, family, and followers online, or print as many copies as you want to decorate your home with memories.

Book your photoshoot now and let's turn your love story into professionally curated, high-quality photos that you will keep for a lifetime.

Our photographers will select the best photos for your purchased package.
If you fall in love with more moments than expected, extra photos will be available for purchase.",private photoshoot ; romantic photoshoot ; local knowledge ; secret corners ; digital gallery link ; personal collection ; personal collection
https://www.getyourguide.com/new-york-city-l59/comprehensive-55-hour-new-york-city-tour-t19357,New York City: Bus Tour from Manhattan,71.25,4.7,1397.0,"This sightseeing tour of New York City features comfortable bus transportation and narration to ensure you get the most out of your New York experience.

Your driver will start the tour by taking you through Central Park West, where you can view the Dakota Building. From here, you will continue to the Upper West Side. You will later drive past a number of famous New York museums including the American Museum of Natural History, the Guggenheim Museum, and the Metropolitan Museum.

Next, you will go into Midtown to drive along Fifth Avenue. Here, you will see the renowned Rockefeller Center and Radio City Music Hall before stopping to view the Empire State Building. Continuing from the Flatiron Building, you will journey into Little Italy and take a stroll over to New York’s famous Chinatown.

The bus will then take you to Wall Street in the Financial District and&nbsp; stop at Battery Park for a view of the Statue of Liberty - those who would like to can end the tour here. The tour continues through the West Highway, where you’ll be able to see the site of the rebuilt World Trade Center complex. The tour ends at Herald Square. This tour features numerous photo stops for you to capture your New York experience.",tour of new york city ; comfortable bus transportation ; narration ; central park west ; dna building ; midtown ; chinesetown ; wall street ;
https://www.getyourguide.com/new-york-city-l59/nyc-superheroes-and-comic-book-origins-walking-tour-t430166,NYC Superheroes: Marvel and DC Comics Origins Tour,28.85,2.9,13.0,"Walk in the footsteps of Captain America, Black Widow, Spider-Man, and Jessica Jones on a behind-the-scenes tour of New York City comic book locations. See the real-life places where your favorite superheroes hung out, as well as others that inspired some fictional locations in the comics.

Meet your guide at scenic Madison Square Park before heading to the iconic Flatiron Building to deliver J. Jonah Jameson Jr those pictures of Spider-Man you promised. From there, fly through seven other action-packed locations, including Midtown Comics, where you can stock up on all your favorites.

Challenge yourself with superhero trivia and bond with other comic book aficionados as you learn even more about the history surrounding the comic book industry. Just make sure you have your cape and mask close by, since you never know when a villain may turn up.",new york city comic book locations ; real-life places ; the comics ; Madison square park ; flatiron building ; midtown comics ;
https://www.getyourguide.com/new-york-city-l59/new-york-personal-travel-photographer-t67606,New York City: Personal Travel and Vacation Photographer,256.35,4.9,14.0,"The tour provider will organize the locations for the photo shoot based on your own unique requirements, whether it be a family getaway, a romantic trip or a livelier one with friends.&nbsp;

Once the details are organized, you will receive confirmation of all the infomation you need, leaving you to simply meet the photographer on the day and let them work their magic, capturing your travels in a contemporary and candid style of photography.

Photographers are hand-picked and highly experienced. They are local experts and will share their knowledge of their city like an old friend.

Once your photo tour has finished, you will receive a link to your own personal online gallery (password protected)&nbsp;within 5 working days, containing your professionally edited images, all free to download.

This photo tour allows you to look back over your travels with fond memories, when all too often you are left with rusty memories of your journeys. Make sure that the next time you travel you have momentos that will last a lifetime and beyond.",photo shoot ; personal online gallery ; password protected
