link,name,price,description,total_rating,number_of_ratings,category,guide_rating,transportation_rating,value_for_money_rating,service_rating,organization_rating,keywords
https://www.getyourguide.com/new-york-city-l59/new-york-city-underground-brooklyn-brew-tour-t326366,New York City: Guided Brooklyn Craft Brewery Tour ,89.3,"Meet outside Five Boroughs Brewing, located at 215 47th St. Walk through some of the city's hippest neighborhoods, as you travel en route to visit 3 world class breweries. Led by your expert beer guide, you will receive VIP access to learn about their unique brewing process, while sampling their delicious craft beer.

Your boutique suds will also be accompanied with a complimentary beer themed snack, as you indulge your taste buds on an unforgettable 3.5-hour brew tour experience. We look forward to seeing you soon!",4.8,9.0,Guided tour,,,,,,five yorkshire breweries ; world class breweries ; VIP access ; craft beer ; boutique suds ; 3.5-hour brew tour
https://www.getyourguide.com/new-york-city-l59/city-lights-sail-aboard-the-schooner-adirondack-t38737,New York City Lights Schooner Cruise ,64.95,"Climb aboard an 80-foot wooden pilot schooner and forget the mayhem and noise of Manhattan’s street life on a 105-minute harbor cruise. Take in the famous Manhattan skyline as it was meant to be seen — from the water.

Depart from Chelsea Piers to see the famous stretch of docks retreat as you pass Battery Park, a green haven resting on the southern tip of Manhattan. Continue past Ellis Island, the immigrant doorway to America from 1892 to 1954. Look up at Lady Liberty as she carries the torch of America’s freedom at the Statue of Liberty.

One complimentary alcoholic drink is included, with additional non-alcoholic drinks available for purchase. Enjoy an elegant, relaxing, peaceful, and safe experience as the engines are shut down as much as possible.",4.8,21.0,Water activity,,,,,,105-minute harbor cruise ; city skyline ; moors retreat ; battery park ; green haven ; lady liberty ; statue of liberty ; 
https://www.getyourguide.com/new-york-city-l59/manhattan-private-sailing-yacht-for-luxury-sightseeing-t383097,Manhattan: Private Sailing Yacht Cruise to Statue of Liberty ,811.8,"See NYC in style on this sailboat cruise from Manhattan. Make your day special with a sailing adventure past sights like Battery Park City, the New York Harbor,&nbsp;Ellis Island, and the imposing Financial District.&nbsp;
Hop aboard the sailing yacht in Manhattan at Chelsea Piers and meet your National Coast Guard certified captain and personal steward. Enjoy 2 luxury lounges, a sun pad, a lavatory with personal towels, and all the 5-star details including champagne glasses, soft wraps, and blankets.
Sip on an ice-chilled glass of Champagne as you float down the Hudson River past the Hudson River Parkway, Tribeca, Battery Park City, and into the New York Harbor.
Listen to your favorite tunes on the surround-sound music system with a subwoofer and Bluetooth connection. Soak up some sun on the sun pad while going by glamorous views of the Statue of Liberty, Ellis Island, Governor's Island, and the Financial District.",5.0,8.0,Water activity,,,,,,sailing yacht ; new york harbor ; imposing financial district ; national coast guard certified captain ; personal steward ; champagne glasses ; soft wraps
https://www.getyourguide.com/new-york-city-l59/new-york-911-memorial-ground-zero-walking-tour-t383365,New York City: 9/11 Memorial - Ground Zero Walking Tour,22.55,"Hear first-hand accounts of September 11, 2001, on this emotional walking tour of Ground Zero. With a local guide, uncover the stories surrounding 9/11, and get a better understanding of what happened on the day the World Trade Center fell.

The tour begins in front of St. Paul’s Chapel where you’ll meet your guide and learn about the role the building played after the attacks. From here, head to the 9/11 Memorial and gather around the Memorial Pools. Listen to your guide share detailed information about the monument and the design of the pools, as well as the architecture of the new World Trade Center and its symbolic use of materials, light, and reflections.

Continue the tour to the Firefighter’s Memorial where you can pay tribute to the victims and those who fought to save them. Next, visit the Eleven Tears Memorial, which is often missed by visitors without a guide. Finally, watch the reconstruction of the site at the Oculus.",3.9,13.0,Guided tour,,,,,,emotional walking tour of ground zero ; memorial pools ; firefighter’s memorial ; Eleven tears memorial ; oculus ; 9/11 attacks
https://www.getyourguide.com/new-york-city-l59/one-world-observatory-world-trade-centre-2-hour-tour-t53655,NYC: One World Observatory and World Trade Center Tour ,57.0,"Your 2-hour tour begins at St. Peter’s Church, where families and friends came to pray, offer support, and await news in the immediate aftermath of the 9/11 attacks. See the hand-drawn cards and memorials, personal memorabilia, and photographs that are still hanging here.

Continue on to sites you may have missed if you were visiting on your own. With a local guide leading the way, you’ll see special spots away from the major landmarks.

At the 9/11 Memorial, your guide will show you the Twin Reflecting Pools, built in the footprints of the World Trade Center and engraved with the names of every victim. Hear about the staff who place a single rose on the name of each victim on their birthday.

Visit the Fireman’s Memorial to pay tribute to those brave men and women who worked around the clock after the attacks. See the Survivor’s Tree, a single tree which miraculously survived the attacks and was nursed back to health by New Yorkers, as a symbol of their enduring strength.

The highlight of your tour comes at the end with a visit to the brand new One World Observatory. With pre-reserved tickets your visit is guaranteed regardless of the how large the crowds are.

There’s not much explanation needed here so your guide will leave you for an independent visit. Inside the lobby, you’ll find videos about the production of this incredible structure and of the men and women who built it.

After the visit you’ll board a skypod for a trip through time and space. Created in association with Universal Studios, the special skypod elevators are covered inside with LCD screens, on which you will watch the changing face of New York from the 1600s to today while ascending 102 floors in just 42 seconds.

Disembark at the top of 1 World Tower for incredible panoramic views over the city.",4.6,82.0,Guided tour,,,,,,two-hour tour begins at st. peters church; families and friends ; memorials; personal memorabilia ; photographs ; one world observatory ; one world tower ;
https://www.getyourguide.com/new-york-city-l59/new-york-city-thanksgiving-gourmet-lunch-or-dinner-cruise-t57350,NYC: Thanksgiving Gourmet Lunch or Dinner Harbor Cruise ,125.15,"Experience a 2-hour Thanksgiving lunch or 3-hour Thanksgiving dinner cruise featuring delectable cuisine, elegant décor, and stunning views that make for an unforgettable holiday. Imaginative culinary creations, a top-class wine list, and live music entertainment combine to create the ultimate New York indulgence.

Make this holiday truly special with a luxurious Thanksgiving lunch or dinner Cruise aboard New York’s glass-enclosed Bateaux. This cruise is Manhattan’s most premium experience on the water. Enjoy a celebratory 3-course, plated dinner with all the trimmings freshly prepared by the chef.

While onboard, enjoy incredible views of New York City’s iconic skyline, full bar service, and festive décor. The team will happily take care of the details, leaving you to enjoy the holiday on the Hudson and East Rivers with your friends and family. Happy Thanksgiving!


<strong>Sample Menu</strong>
STARTER (Choice of One)BEET &amp; BABY ARUGULA SALAD&nbsp;Feta Cheese | Cherry Tomatoes | Balsamic VinaigretteSIGNATURE SEAFOOD CHOWDER&nbsp;Clams | Idaho Potatoes | Cream
MAIN (Choice of One)TURKEY DINNERGarlic Mashed Potato | Traditional Stuffing | Haricot Verts | Turkey Gravy | Cranberry SauceBROILED SALMON FILET WITH ROASTED TOMATO VINAIGRETTELemon Orzo | Farm Fresh Seasonal VegetablesFALL VEGETABLE RAGU&nbsp;(G*)(VG)(V)Butternut Squash | Brussel Sprouts | Cauliflower | Carrots | White Bean Ragu
DESSERTSEASONAL DESSERT STATION&nbsp;Assorted Cakes | Brownies | Pastries | Seasonal Fruit | *Contains Nuts
With Caramel Sauce and Fresh Whipped Cream",5.0,8.0,Water activity,,,,,,"2-hour Thanksgiving lunch or 3-hour Thanksgiving dinner cruise ; delectable cuisine, elegant décor, a top-class wine list, live music entertainment ; glass-enclosed bateaux"
https://www.getyourguide.com/new-york-city-l59/full-day-washington-dc-tour-from-new-york-city-t518619,Full day Washington DC Tour from New York City ,315.7,"Explore the capital of USA with a guide in a day with all logistics, transport, and entrance fees included by comfortable minivan or SUV. Cherish the landmarks including the White House and Washington Monument. Plus, visit Arlington Cemetery and the Smithsonian National Museum of Natural History .Experience the signature sights of Washington DC including the White House, Lincoln Memorial, US Capitol ,Arlington Cemetery and the Smithsonian National Museum of Natural History .",1.0,1.0,Day trip,,,,,,washington dc ; washington cemetery ; arlington cemetery ; american national museum of natural history ; logistics ; transport
https://www.getyourguide.com/new-york-city-l59/official-central-park-pedicab-tours-t512935,Official Central Park Pedicab Guided &amp; Private Tours ,45.1,"Discover the magic of Central Park with our unforgettable pedicab tours. At Central Park Ride, we offer a unique, eco-friendly, and enjoyable way to explore the iconic sights and hidden gems of NYC's most beloved park. In addition, our experienced local guides provide engaging commentary on the park's history, architecture, and movie locations, making every tour a memorable experience.
Choose Classic or VIP options to suit your interests, whether a romantic ride, a family-friendly adventure, or a private tour with friends. Our comfortable, safe pedicabs ensure a relaxing and entertaining journey, all while reducing your carbon footprint. So don't miss out on this must-do Central Park experience – book your tour online today and enjoy special discounts!",5.0,2.0,Private tour,,,,,,"central park ride ; eco-friendly, enjoyable way ; hidden gems ; history, architecture, movie locations ; family-friendly adventure ; private tour ;"
https://www.getyourguide.com/new-york-city-l59/hell-s-kitchen-dessert-tour-t460536,NYC: Hell's Kitchen Dessert Walking Tour with Tastings ,70.35,"Delve into what was once one of Manhattan’s grittiest ‘hoods, and pause to taste sweet specialties such as cupcakes and Greek pastries—all while hearing tales of the area’s rough-and-tumble past that many travelers miss.

Learn about the neighborhood’s rough and tumble past, as well as the city’s unique culinary history. Try some of the best sweets that the Big Apple has to offer! Tastings include cupcakes, traditional American pies, the best cookie in NYC, artisan breads, and the best Greek pastries you can find in New York City! You’ll leave with a full stomach and newfound knowledge of NYC. We will head into the heart of Hell’s Kitchen, where you can debate how Hell’s Kitchen got its name. Later, we’ll move north on 9th avenue, a culinary mecca where you’ll learn about the avenue’s culinary and historical significance. By the end of this tour we know you’ll “find heaven in Hell’s Kitchen.” As on all of our tours, our guides dish out culinary and cultural history with some delicious desserts from some of the best bakeries in New York City.

Included on the food tour:
Little Pie Company: take a bite out of the Big Apple (Pie)!
Poseidons: enjoy a delicious authentic Greek treat of baklava
Schmakerys: inventive &amp; tasty cookie flavors to savor
Amys Bread: Chocolate + carbs = the best chocolate sourdough twist in the city
Bibble &amp; Sip: delectable cream puff
Huascar &amp; Co: taste a cupcake from famed Food Network’s Cupcake Wars winner!",,,Guided tour,,,,,,new york city ; grittiest ‘hoods ; cupcakes ; Greek pastries ; artisan breads ; greek pastries ; little pie company
https://www.getyourguide.com/new-york-city-l59/new-york-central-park-city-running-tour-t193529,New York City Running Tour: Highlights of Central Park ,39.7,"""Nature first, second, and third -- architecture after a while"" was the motto of the Central Park architects. It's hard to imagine that everything you see while running through Central Park was put there by design, but that's exactly what you'll experience on Central Park Highlights running tour.

Enjoy a casually paced run through the Lower section of Central Park, including, Strawberry Fields, Bethesda Terrace, Seneca Village Site, The Reservoir, The Ramble and more.&nbsp;

The lower portion of the park features the most ambitious landscape architecture ever implemented in the United States and magically escorts the viewer out of the city and into a peaceful park surrounding.&nbsp;
There are a few planned stops along the route where your guide will point out items of interest as well as good photo opportunities.

This tour is not a race and is suitable for all running abilities. More than one guide will be provided depending on group size as well as varied paces. Please do not worry - you will not be left behind.",5.0,5.0,Guided tour,,,,,,running tour ; central park highlights ; strawberry fields ; benjaminsda terrace ; seneca village site ; the river ;
https://www.getyourguide.com/new-york-city-l59/the-new-york-sandwich-tour-t459329,NYC: The New York Sandwich Tour ,58.65,"Is a hotdog a sandwich?

Join your fellow sandwich lovers on this fun, delicious and thought-provoking food tour as we feast on amazing sandwiches in New York City.

Together with the 'Sandwich Squad', you'll visit foodie destinations that only New York locals know about. Debate the question ""what is a sandwich?"" and answer it by eating different types of delicious sandwiches.

In addition to the delicious sandwiches, you'll hear stories about the history of the sandwich, and the people who make them. You'll discover street art and learn about the city's history too.

Ticket price is inclusive of food. You'll leave the experience with your belly full, but you won't eat an entire sandwich at each location. Come with an open mind, leave with a full stomach, and an answer to whether or not a hotdog, a burger or a taco is a sandwich.",5.0,4.0,Guided tour,,,,,,"sandwich lovers on a fun, delicious and thought-provoking food tour ; new york city ; street art ; ticket price ;"
https://www.getyourguide.com/new-york-city-l59/upper-east-side-walking-food-tour-t505381,NYC: Upper East Side Walking Food Tour ,71.25,"Join us for an unforgettable walking food tour around the world-famous Upper East Side. This guided tour will tantalize your tastebuds as we visit some of the most popular food spots on offer. Be sure to keep your eyes peeled for celebrities as we explore this leafy neighborhood and learn about its history, and indulge in:

- Delicious hand-rolled bagels
- A slice of classic New York Style Pizza
- Juicy Chinese Dumplings ️
- A refreshing lemonade spritz
- A thick chocolate chip cookie

So what are you waiting for? Book today and let's eat!",5.0,5.0,Guided tour,,,,,,walking food tour ; upper east side ; celebrity attractions ; hand-rolled bagels ; new york style pizza ; juicy chinois dumplings
https://www.getyourguide.com/new-york-city-l59/nyc-s-little-italy-gangs-and-crime-private-walking-tour-t525842,"NYC’s Little Italy, Gangs and Crime Private Walking Tour ",174.0,,,,Private tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/new-york-history-of-lower-manhattan-walking-tour-t269692,New York City: History of Lower Manhattan Walking Tour ,45.1,"As one of New York City’s oldest neighborhoods, Lower Manhattan is a fascinating area boasting a rich history and a litany of hidden secrets and stories. Explore the fascinating history and iconic landmarks of the area with a guided tour.

Start the tour in City Hall Park, where the famous Brooklyn Bridge meets Manhattan. Walk towards South Street Seaport, where New York City was born out of a Dutch colony. Here, see some of the oldest&nbsp;architecture&nbsp;in the city.&nbsp;

Spend some time on Wall Street, exploring the history that has taken place at Federal Hall, the New York Stock Exchange, and Trinity Church. Make your way south to see the Charging Bull, an iconic monument of capitalism, and a view of the Statue of Liberty. The final stop is at One World Trade Center, where you can take some time for private reflection and fully appreciate the 9/11 Memorial.&nbsp;

Finally, the tour concludes at a true New York pizzeria, where you can enjoy a New York slice, while also learning how New York style pizza became world-famous.",4.5,2.0,Guided tour,,,,,,new york city ; lower manhattan ; city hall park ; south street seaport ; Dutch colony ; charging bull ; one world trade center ;
https://www.getyourguide.com/new-york-city-l59/private-transfer-newark-liberty-int-l-airport-to-mahattan-t43503,Newark Liberty International Airport: Manhattan Transfers ,185.55,"Take the worry out of your arrival or departure from Newark Liberty International Airport (EWR) and pre-book a private transfer in a vehicle to suit your needs. Start or end your time in New York stress free, and save time and money along the way.

Book an arrival transfer and benefit from a meet and greet from your driver after baggage claim or customs. They will be holding a sign for ease of contact. An emergency number will be provided in the unlikely event that you can't locate them and dispatch will stay on the line until you make contact. Enjoy generous luggage allowance of 1 standard size suitcase and 1 small carry-on bag per person. Then, sit back and relax in complete privacy on a service exclusive to you and your group.

Choose from 3 different vehicle types designed to fit any size family or party. Book a sedan for up to 3 passengers, an SUV for up to 6 passengers or a van for up to 10 passengers. Simply provide your flight and accommodation details on booking and let the ground transportation supplier deal with all the arrangements!",4.0,87.0,Transfer,,,,,,newark liberty international airport (eWR) and pre-book a private transfer ; vehicle ; new york city ; baggage claim ; customs ; emergency number ;
https://www.getyourguide.com/new-york-city-l59/big-apple-experience-t606540,NYC: Sightseeing Day Trip with Statue of Liberty Visit ,85.7,"Discover The Big Apple with us and explore some of the most iconic places:

Central Park • Dakota Building • Strawberry Fields

Rockefeller Center • St. Patrick's Cathedral (outside only) • Atlas Statue • 5th Avenue • Madison Square Park • Empire State Building

Downtown • Wallstreet • Flatiron Building • MetLife Building

9/11 Memorial • does not include Museum entry.

Gansevoort Liberty Market • lunch stop (lunch not included in the tour price)

The Staten Island Ferry Ride • Statue of Liberty • Ellis Island • Manhattan and Brooklyn Skyline • Staten Island",,,Day trip,,,,,,central park; dc building; strawberry fields rockefeller center; st. Patrick's cathedral ; atastatue ; 5th avenue ; metlife building 9/11 memorial ; museum entry ;
https://www.getyourguide.com/new-york-city-l59/superheroes-in-new-york-city-private-walking-tour-t529573,Superheroes in New York City Private Walking Tour ,174.0,"The superheroes of the comic book universes live and fight crime all over the world, but many of them call New York City home. Join our exclusive Superheroes-themed tour of central Manhattan to see iconic superhero movie sites and learn little-known comic book trivia! Embark on a fantastic adventure!

On the 2-hour tour you will see some of the most iconic superhero movie locations, from Marvel, DC, and other comic book universes. The first stop will be the United Nations Headquarters, which appeared in the Batman movie, Superman IV, and in many Marvel Comics. Nearby you will find the Tudor City Palace - the apartment of Spider-man’s Green Goblin, and the Daily News Building, which represented the Daily Planet in the first Superman movie starring Christopher Reeves.

Your Private Guide will show you the Overlook Bar, which in the 1970s served as a popular hangout spot for NYC’s authors, newspapermen, and acroonists. Further on you will see the iconic Chrysler Building, which can be seen in movies such as Percy Jackson and the Lighting Thief, The Avengers, and Spider-man. You will also see Grand Central Terminal where epic battle scenes from the original X-Men movie and The Avengers take place. Behind it is the Metlife Building- the Stark Tower in The Avengers.

Another must-see location will be the main building of the New York Public Library, where Uncle Sam said his famous words to Peter Parker: “with great power comes great responsibility”. The tour will end at Times Square, the busy commercial intersection, which was featured several times in the Spider-man universe and in Captain America.",,,Private tour,,,,,,new york city ; superheroes-themed tour ; iconic superhero movie sites ; comic book trivia ; united nations headquarters ;
https://www.getyourguide.com/new-york-city-l59/museum-and-memorial-911-district-and-911-walking-tour-t614269,Museum and Memorial 9/11 + District and 9/11 walking tour,84.8,"Enjoy a walking tour around the Financial District and Wall Street in NYC, before making your way to the 9/11 Memorial.

Meet your guide in downtown New York City to begin this walking tour around the Financial District and Wall Street, before making your way to the 9/11 Memorial. Your guide will share facts and stories about the World Trade Center, and the impact of 9/11. At the Memorial Pools, you can listen to your guide and learn more about the monument.

The specific design of the pools, as well as the architecture of the new World Trade Center and its symbolic use of materials, light, and reflections. Continue on to the Firefighter’s Memorial where you can pay tribute to the victims and those who fought to save them. Next, visit the Eleven Tears Memorial, and, finally, watch the reconstruction of the site at the Oculus.

The 9/11 Memorial Museum serves as the country's principal institution for examining the events of September 11, 2001 and documenting its impacts",,,Guided tour,,,,,,"walking tour around financial district, wall street, new york city, before 9/11 memorial ; memorial poolss ; firefighter’s memorial ; Eleven tears memorial ;"
https://www.getyourguide.com/new-york-city-l59/new-york-times-square-professional-photoshoot-t508583,New York: Times Square Professional Photoshoot ,184.9,"Step into the heart of New York City and capture the lively atmosphere of Times Square with a professional photoshoot. Known as the ""Crossroads of the World,"" Times Square is famous for its bright lights, colorful billboards, and bustling crowds.

From the towering skyscrapers to the street performers and everything in between, our team of professional photographers will guide you through the neon-lit streets and help you capture unique pictures on the city that never sleeps.

Book your photoshoot and take home unforgettable memories in one of the most vibrant and iconic destinations in the world.

Our photographers will select the best photos for your purchased package.
If you fall in love with more moments than expected, extra photos will be available for purchase.",4.9,7.0,Private tour,,,,,,professional photographers will guide you through neon-lit streets ; new york city ; vibrant lights ; colorful billboards ; street performers ; unforgettable memories ; purchased package
https://www.getyourguide.com/new-york-city-l59/nyc-vintage-car-night-tour-t641590,NYC: Vintage Car Night Tour ,64.25,"Discover the city that never sleeps by night on a vintage car tour of New York. As the sun sets, see the city transform into a magical wonderland of lights and sounds. Learn about the Roaring 20s, the Prohibition Era, the rise of speakeasies, and the rise of organized crime and notorious gangsters.

Hop into a classic car and take a trip back in time as you cruise through the bustling streets of New York City. As you wind your way through the iconic neighborhoods of Manhattan, see the glow of neon signs and towering skyscrapers light up the night sky.

Be transported back to a time when things were a little bit slower and a lot more glamorous. Learn about the Roaring 20s in New York, the Prohibition Era, the rise of speakeasies, and the rise of organized crime and notorious gangsters.",,,Guided tour,,,,,,vintage car tour ; new york city ; lights ; sounds ; roaring 20s ; prohibition era ; speakeasies rise ; organized crime ; gangsters
https://www.getyourguide.com/new-york-city-l59/private-transfers-between-ewr-airport-and-new-york-city-t590396,Private Transfers between EWR Airport and New York City ,127.65,"Enjoy a safe and reliable 24-hour private airport transfer between Newark Liberty International Airport (EWR) and your accommodation in Manhattan. Avoid long taxi lines, busy public transport, and language barrier confusion, then simply sit back and relax.

Save yourself from having to carry heavy bags and navigate the public transportation system and take comfort in knowing that all vehicles are regularly maintained to high-quality standards.

We offer vehicles of various models to meet your needs:
1-3 Pax: Sedan with 3 Bags max
4-5 Pax: Minivan with 4 Bags max",,,Transfer,,,,,,private airport transfer ; newark liberty international airport (eWR) ; accommodation in Manhattan ; long taxi lines ; busy public transport ; language barrier confusion ; public transportation system ; minivan
https://www.getyourguide.com/new-york-city-l59/statue-of-liberty-ellis-island-by-ferry-with-private-guide-t530983,Statue of Liberty &amp; Ellis Island by Ferry with Private Guide ,248.7,"As one of the most recognizable national symbols and cultural icons of the United States, the Statue of Liberty is a must-see when you are in New York! Join this exclusive tour to take a ferry to Liberty Island with a Private Guide, who will take photos of you and share interesting facts about Lady Liberty. Experience the essence of the American spirit.

Choose the 3-hour tour to see the Statue of Liberty. Ferry tickets (both ways) to Liberty Island are already included in this tour, so you will not have to line up at the ticket office. The ferry departs from Battery Park in Downtown New York. Your Private Guide will accompany you during the round-trip cruise, sharing interesting facts about Lady Liberty, her symbolism as """"The Statue of Liberty Enlightening the World"""" and importance to the American people. Guided tours are not allowed on Liberty Island itself, but the guide can give you instructions and take your individual and group photos with the famous Statue of Liberty for a souvenir of your trip. You can explore the island on your own and get up close to the Statue. The guide will join you again for your ferry back to New York City.

Choose the 4,5-hour option to book private car transfers with your 3-hour Statue of Liberty experience. This option makes sightseeing easier and more convenient for you. The additional 1,5-hour round-trip transfer includes pickup and drop-off at your accommodation in New York. We will arrange a reliable driver and a clean, air-conditioned vehicle exclusive for your group.

Choose the 5-hour tour to see the Statue of Liberty on Liberty Island with an additional stop on Ellis Island. This extended tour includes round-trip tickets for a ferry ride with general admission to the Statue of Liberty and the Ellis Island Immigration Museum. Ellis Island was once the busiest immigrant inspection station in the US,and its museum documents the stories of millions of people from Europe, Asia, and other parts of the world, who came to the East Coast in the hope of fulfilling the American dream. The guide will provide all the necessary information during the cruise and at the dock, and you will explore the island and museum on your own.

Choose the 6,5-hour option to visit Liberty Island and Ellis Island via ferry and travel between your accommodation and the meeting point in a private car. We will organize everything in advance to give you a hassle-free experience. Save time and effort by booking private car transfers with tickets to the Statue of Liberty on Liberty Island and the Immigration Museum on Ellis Island.",,,Private tour,,,,,,"private guide, 4,5-hour tour, island island; immigration museum; 4,5-hour round-trip transfer ; reliable driver ; air-conditioned vehicle ; sightseeing"
https://www.getyourguide.com/new-york-city-l59/new-york-city-grand-central-station-guided-tour-t440320,New York City: French Grand Central Station Guided Tour ,46.9,"Guided walking tour (up to 10 persons)

<p>Discover New York City's iconic Grand Central Terminal on a guided tour. Learn about its fascinating history, as well as its many secrets, funny stories, and filming locations from famous movies with your local guide.</p><p>
Meet outside the bustling terminal and join a local as you discover a lively history, secrets, and funny stories. See where scenes from some of your favourite movies and TV shows were filmed within Grand Central. Admire the iconic architecture of Vanderbilt Hall and other interior spaces.</p><p>
</p><p>Uncover lesser-known facts and points of interest within the station, often unknown to even the local commuters. Discover hidden spots like the whispering gallery, the tennis court, the secret elevator, and more.
</p>

Gratuity is not included in the price. Suggested gratuity is between $5 and $10 per person.",5.0,2.0,Guided tour,,,,,,guided walking tour ; new york city's iconic grand central terminal ; funny stories ; movies ; television shows ; vanerbilt hall ; whispering gallery ; tennis court ; secret elevator ;
https://www.getyourguide.com/new-york-city-l59/christmas-light-night-tour-t534059,Christmas Light Night tour ,67.65,"The tour embarks at 7 PM from our central headquarters in Midtown Manhattan. From there, our tour guide will take you to the southwest corner of Brooklyn, directly into the hearts of the neighborhoods Dyker Heights and Bay Ridge. Most homeowners start their Christmas lights spectacle as soon as the sun dips the sky and turn it off before going to bed. That means by the time we are approaching the area, we can see the breathtaking decorations in all its glory. Especially kids will not get over their amazement: So many shiny Santas!

At the end of the 3.5 hour tour and back in Manhattan, the Rockefeller Center Christmas tree just looks lousy (Comment editorial staff: It’s still awesome though!) compared to what Dyker Heights and Bay Ridge have to offer.",,2.0,Guided tour,,,,,,"bay Ridge, kentucky, new york city ; christmas lights spectacle ; rockefeller center christmas tree ; midtown kentucky"
https://www.getyourguide.com/new-york-city-l59/new-york-city-guided-underground-donut-tour-in-times-square-t441386,Times Square Donut Adventure by Underground Donut Tour ,67.65,"There are so many amazing foods in New York City: pizza, bagels, pasta and now donuts. For years, donuts have taken a backseat to the other favorite foods on New York City, but no more. Our Times Square tour showcases all the best donuts in and around “the center of the universe” - Times Square. We have 4 amazing donuts shops picked out. Our first stop is definitely unexpected and about as “underground” as we can get without going into the Subway. Our second stop was recently opened as a comedy club, restaurant, and secret donut shop as well. The donuts are hot, fresh and delicious. You’re going to love them. Our third stop is a Times Square mainstay with absolutely beautiful donuts, pastries and more. And finally, our last top is right in the heart of Times Square. We think you’ll be pleasantly surprised with all of our stops and recommendations. Along the route, we’ll highlight local history around the neighborhood, local landmarks, the history of New York City, as well as provide any recommendations you’d like around where else you should eat, see, do or stay.

We look forward to seeing you soon!",4.8,5.0,Guided tour,,,,,,"new york city ; pizza, bagels, pasta ; donuts ; times square tour ; comedy club, restaurant ; secret donut shop ; local history"
https://www.getyourguide.com/new-york-city-l59/gourmet-flavors-of-chinatown-food-and-culture-walking-tour-t519804,Gourmet Flavors of Chinatown Food and Culture Walking Tour ,75.75,"Chinatown can definitely be intimidating, even for a native New Yorker! It’s a diverse neighborhood with historic landmarks, hidden side streets, delicious foods from all over Asia, and it’s home to one of the largest population of Chinese people in the western hemisphere. Join us as we share interesting stories, sights and delicious foods.

Deciding where to eat in Chinatown can be overwhelming, so this is where we come in! Enjoy three mouthwatering sit-down tastings: 5 types of dim sum, authentic Peking Duck prepared as if you were in Beijing, and Malaysian street food. The tour also includes a modern and traditional dessert, representing two sides of a changing neighborhood. Join us for a memorable journey that will leave you with a deep understanding of the flavors, history, and confidence to navigate Manhattan’s Chinatown!",5.0,1.0,Multi-day trip,,,,,,chinatown ; new yorker ; historic landmarks ; hidden side streets ; delicious foods ; chinese people ; western hemisphere ; sit-down tastings
https://www.getyourguide.com/new-york-city-l59/louis-armstrong-and-jazz-private-walking-tour-with-concert-t524647,Louis Armstrong and Jazz Private Walking Tour with Concert ,174.0,,,,Private tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/new-york-city-ultimate-bar-crawl-t330236,Downtown Night Out Rooftop and Lounge Tour NYC ,32.45,"This tour is designed as a social night out to meet new people in a fun and comfortable environment. During the evening our group will visit at least three of the city's trendiest bars, lounges, speakeasies, and rooftops in the Lower East Side neighborhood of Manhattan renowned for its robust nightlife scene. This group night-out event is designed to experience the diverse nightlife scene in New York City like an insider avoiding the touristy spots to visit the local favorites. Our group assembled from all over the world will have a one-of-a-kind experience soaking in the history and culture of NYC's oldest neighborhoods while enjoying panoramic views, premium drinks, and great music.",4.0,2.0,Guided tour,,,,,,"social night out ; new york city ; trendy bars, lounges, speakeasies ; rooftops ; Manhattan ; group night-out event"
https://www.getyourguide.com/new-york-city-l59/1-or-2-hour-central-park-pedicab-tour-t145338,New York City: Central Park Tour by Pedicab ,53.2,,4.6,48.0,Guided tour,,,,,,
https://www.getyourguide.com/new-york-city-l59/1-hr-30-nyc-vintage-car-tour-cocktail-making-classyacht-t535101,"NYC Bundle: Luxury Yacht, Cocktail Class, Vintage Car Tour ",161.95,"Everything you need to know in a nutshell:

• Pick up in a Vintage Car with Private Chauffeur + Have a private cocktail class on a private yacht
• 3 Cocktails included for a price of $189 per person
• Groups up to 10 people
• Pick up at 910 7th Ave, New York, NY 10019 (Central Park Cafe)

Our cocktail making class is designed to provide you and your friends and family with a comprehensive understanding of mixology and the art of crafting the most delicious prohibition cocktails. You will be picked up by a classic vintage car, that takes you to a hidden gem of a private yacht - to provide an intimate and exclusive setting. Our class is led by an experienced bartender, who will cover a range of topics, including selecting and measuring ingredients, proper mixing techniques, and garnishing. You will have the opportunity to experiment with various types of spirits and mixers, and will learn how to create classic and contemporary drinks.

But that's not all! You will also learn something about the history and cultural significance of cocktails in New York - from The Prohibition Era to the Rise of Speakeasies. Don't hesitate to ask questions and engage with the material as we want to create a vibrant and interactive environment. Whether you are a seasoned cocktail enthusiast or a beginner, this Cocktail Making Class offers an opportunity to expand your knowledge and develop your skills as a true mixologist. So don't miss this exciting experience, that is sure to leave all of you with a newfound love for the art of mixology.",5.0,1.0,Private tour,,,,,,cocktail making class ; central park cafe ; new york city ; prohibition era ; speakeasies ; history ; cultural significance ;
https://www.getyourguide.com/new-york-city-l59/new-york-city-alexander-hamilton-the-founding-fathers-t92487,New York City: Private Tour Hamilton &amp; the Founding Fathers ,134.85,,,,Private tour,,,,,,
